2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,,,RoundWorm,,,,,,Hookworm,,,,,,Whipworm,,,,,,,,,Worms,Schistomasis,,,,,,,LF,,,,Total,,2013,TB,,,,,,,Malaria (p.falc),,,,,,,,,,,,,,,,,,,Malaria (p.vivax),,,,,,,,,,Malaria,HIV,,,,,,,,,,,RoundWorm,,,,,,Hookworm,,,,,,Whipworm,,,,,,,,,Worms,Schistomasis,,,,,,,Onchocerciasis,,LF,,,,Total
Country,Impact of Active TB/HIV+ Treatment Regimen,Impact of Active TB/HIV- Treatment Regimen,Impact of MDR-TB Treatment Regimen,,,Impact of XDR-TB Treatment Regimen,Total Impact,Impact of AL,Impact of AS+SP,Impact of DHA-PPQ,Impact of AS+MQ,Impact of AS+AQ,Impact of CQ+PQ,Impact of DHA-PPQ+PQ,Impact of ART+NQ,Impact of ART+PPQ,Impact of AL+PQ,Impact of AS+AQ+PQ,Impact of SP,Impact of AS+MQ+PQ,Impact of QN+CL,Impact of QN+CD,Total Impact (p.falc),Impact of CQ+PQ,Impact of CQ,Impact of DHA-PPQ,Impact of QN,Impact of AL,Impact of AL+PQ,Impact of AS,Impact of AS+AQ,Impact of AS+AQ+PQ,Total Impact (p.vivax),Total Impact,Impact of 3TC,Impact of ABC,Impact of AZT,Impact of ddl,Impact of d4T,Impact of EFV,Impact of FTC,Impact of LPV/r,Impact of NVP,Impact of TDF,Impact of ATV/r,Impact of NFV,Total Impact,Impact Score'!CP5=,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Impact of Roundworm,Impact of Hookworm,Impact of Whipworm,Total Impact,IVM+ALB,DEC+ALB,PZQ,IVM,DEC,ALB,Total Impact,Impact of Single Dose of DEC (6mg/kg),Impact of Single dose of DEC (6mg/kg)+ALB(400mg),Impact of Combination of ALB(400mg)+IVM(400ug/kg),Total Impact,,,Country,Impact of Active TB/HIV+ Treatment Regimen,Impact of Active TB/HIV- Treatment Regimen,Impact of MDR-TB Treatment Regimen,,,Impact of XDR-TB Treatment Regimen,Total Impact,AL,AL+PQ,AM,ART+NQ,ART+PPQ,AS+AQ,AS+MQ,AS+MQ+PQ,AS+SP,AS+SP+PQ,AT+PG,CQ+PQ,DHA-PPQ,DHA-PPQ+PQ,PQ,QN,QN+CL,QN+D,Total Impact (p.falc),CQ+PQ,CQ,DHA-PPQ,QN,AL,AL+PQ,AS,AS+AQ,AS+AQ+PQ,Total Impact (p.vivax),Total Impact,Impact of 3TC,Impact of ABC,Impact of AZT,Impact of ddl,Impact of d4T,Impact of EFV,Impact of FTC,Impact of LPV/r,Impact of NVP,Impact of TDF,Total Impact,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Alb,Mbd,Ivm+Alb,Dec+Alb,Pzq+Alb,Pzq+Mbd,Impact of Roundworm,Impact of Hookworm,Impact of Whipworm,Total Impact,IVM+ALB,DEC+ALB,PZQ,IVM,DEC,ALB,Total Impact,Impact of Ivermectin,Total Impact,Impact of Single Dose of DEC (6mg/kg),Impact of Single dose of DEC (6mg/kg)+ALB(400mg),Impact of Combination of ALB(400mg)+IVM(400ug/kg),Total Impact,
France,"1,819.17","24,232.88",0,0,0,0.61,"26,052.66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,1.03,2.75,0.09,3.82,2.49,0,0.97,4.02,0.01,0,0,22.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"26,075.34",,France,"1,759.13","16,713.51",13.83,2.14,17.85,1.11,"18,507.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,507.58"
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,"6,379.17","6,418.48",0,0,0,11.88,"12,809.52",0,0,0,0,"8,863.39",0,0,0,0,0,0,0,0,0,0,"8,863.39",0,0,0,0,0,0,0,0,0,0,"8,863.39",398,4.16,168.13,3.14,173.97,162.38,24.7,12.18,279.34,80.46,0,0,"1,306.45",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,-,-,"22,979.37",,Gabon,"1,716.86","19,418.63",0,0,0,18.93,"21,154.42",0,0,0,0,0,285.28,0,0,0,0,0,0,0,0,0,0,0,0,285.28,0,0,0,0,0,0,0,0,0,0,285.28,231.6,0,138.86,0,76.95,45.46,24.13,0,210.27,39.92,767.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.28,0,0,0,40.28,0,0,0,0,0,0,"22,247.17"
Gambia,"1,320.12","14,846.59",0,0,0,12.71,"16,179.42","18,075.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,075.81",0,0,0,0,0,0,0,0,0,0,"18,075.81",730.38,7.5,307.85,5.86,318.67,301,46.29,22.58,511.35,150.19,0,0,"2,401.67",8.36,9.47,-,-,-,-,200.96,964.61,-,-,-,-,0.06,-,-,-,-,-,17.83,"1,165.57",0.06,"1,183.46",,-,,-,-,-,-,-,-,-,-,"37,840.36",,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,203.04,"15,185.95",93.59,14.49,154.8,9.73,"15,661.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.85,0.66,86.09,1.51,87.63,82.41,12.98,4.96,143.96,42.42,0,0,664.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,326.07",,Georgia,119.19,"8,257.87",30.85,4.78,45.37,11.07,"8,469.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.86,0,12.48,0,6.93,4.15,2.21,0,18.92,3.65,69.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,538.32"
Germany,"1,741.41","16,892.33",12.19,1.89,16.81,1.98,"18,666.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.29,3.19,8.52,0.28,11.85,7.72,0,2.99,12.47,0.02,0,0,70.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"18,736.93",,Germany,"1,057.02","10,042.77",6.59,1.02,9.28,4.05,"11,120.73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,120.73"
Ghana,"30,243.28","122,386.80",1.5,0.23,2.17,130.94,"152,764.92","181,284.53",0,0,0,"180,571.26",0,0,0,0,0,0,0,0,0,0,"361,855.79",0,0,0,0,0,0,0,0,0,0,"361,855.79","21,897.12",271.08,"9,209.22",177.49,"9,576.88","8,998.69","1,366.21",713.19,"15,269.31","4,433.11",0,0,"71,912.30",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,845.96","3,845.96","590,378.96",,Ghana,"20,318.54","91,164.72",14.39,2.23,28.94,185.69,"111,714.51","3,078.39",0,0,0,0,"2,980.95",0,0,0,0,0,0,0,0,0,0,0,0,"6,059.34",0,0,0,0,0,0,0,0,0,0,"6,059.34","5,731.74",0,"3,425.30",0,"1,906.45","1,146.97",611.84,0,"5,196.62","1,011.84","19,030.77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,142.21",0,0,0,"1,142.21",0,0,0,0,"13,982.39","13,982.39","151,929.21"
Greece,301.05,"2,920.27",0.57,0.09,0.96,0.28,"3,223.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.01,0.03,0,0.04,0.03,0,0.01,0.05,0,0,0,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,223.47",,Greece,236.29,"3,143.71",5,0.77,20.53,0.4,"3,406.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,406.70"
Greenland,6.22,60.3,0,0,0,0.05,66.57,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.58,,Greenland,0,0,0,0,0,42.96,42.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.96
Grenada,16.81,73.11,0,0,0,0.07,89.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55,0.97,44.42,0.58,2.31,35.99,2.8,1.85,3.43,11.72,4.87,0.35,164.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,254.84,,Grenada,0,91.45,0,0,0,0.08,91.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0,3.94,0,0,7.33,3.39,0,0,3.39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.53
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0.34,0,0.19,0.11,0.06,0,0.51,0.1,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88
Guatemala,"4,029.24","42,737.33",3.78,0.59,5.65,53.78,"46,830.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.57094815,0,0,0,0,0,0,0,0,81.57094815,81.57,"1,487.28",21.55,625.51,11.95,653.14,603.93,89.61,50.24,"1,035.69",291.9,0,0,"4,870.80",-,723.99,-,-,-,-,-,"2,259.01",-,-,-,-,-,-,-,-,-,-,723.99,"2,259.01",-,"2,982.99",-,-,-,-,-,-,-,-,-,-,-,"54,765.74",,Guatemala,"1,015.00","12,984.90",0,0,0,31.37,"14,031.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69,0,0,0,0,0,0,0,0,8.69,8.69,41.79,0,41.79,0,0,78.01,36.21,0,0,36.21,234.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,273.98"
Guinea,"30,794.02","129,210.93",11.99,1.86,16.82,18.97,"160,054.59",0,0,0,0,"192,455.58",0,0,0,0,0,0,0,0,0,0,"192,455.58",0,0,0,0,0,0,0,0,0,0,"192,455.58","5,561.33",76.3,"2,345.84",43.86,"2,442.50","2,242.44",331.73,182.47,"3,887.76","1,084.29",0,0,"18,198.52","1,783.89",392.17,-,-,-,-,"3,139.75","18,524.29",-,-,-,-,9.95,-,-,-,-,-,"2,176.06","21,664.04",9.95,"23,850.04",,-,,-,-,-,-,-,-,-,-,"394,558.73",,Guinea,"21,668.78","101,836.41",0,0,0,114.88,"123,620.07",0,0,0,0,0,"5,857.79",0,0,0,0,0,0,0,0,0,0,0,0,"5,857.79",0,0,0,0,0,0,0,0,0,0,"5,857.79","4,652.88",0,"2,781.92",0,"1,547.37",928.42,494.88,0,"4,219.34",818.47,"15,443.27","9,369.96",0,0,0,0,0,"17,345.95",0,0,0,0,0,35.25,0,0,0,0,0,"9,369.96","17,345.95",35.25,"26,751.16",0,0,"1,132.30",0,0,0,"1,132.30",0,0,0,0,0,0,"172,804.58"
Guinea-Bissau,"7,597.51","18,076.00",0,0,0,22.06,"25,695.56",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,594.38",21.83,671.06,12.79,699.3,648.57,96.82,52.92,"1,111.77",315.3,0,0,"5,224.74",97.8,-,-,-,-,-,328.42,"1,432.86",-,-,-,-,0.16,-,-,-,-,-,97.8,"1,761.28",0.16,"1,859.24",,-,,-,-,-,-,-,-,-,-,"32,779.54",,Guinea-Bissau,"7,976.05","16,293.74",0,0,0,23.93,"24,293.71","1,431.53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,431.53",0,0,0,0,0,0,0,0,0,0,"1,431.53","1,269.75",0,756.21,0,422.73,259.31,139.1,0,"1,149.54",229.91,"4,226.56",0,"14,227.80",0,0,0,0,0,"18,479.13",0,0,0,0,0,0,0,0,0,0,"14,227.80","18,479.13",0,"32,706.94",0,0,0,0,0,0,0,0,0,0,0,309.18,309.18,"62,967.92"
Guyana,713.17,"2,596.69",0,0,0,2.75,"3,312.61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.34648205,0,0,0,0,0,0,0,0,14.34648205,14.35,694.6,13.78,531.6,2.91,32.74,458.98,39.63,18.48,26.72,165.77,68.95,1.73,"2,055.88",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,-,0.03,"5,382.87",,Guyana,274.1,"1,134.98",0,0,0,1.54,"1,410.61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0.36,0.36,30.09,0,30.09,0,0,56.14,26.05,0,0,26.05,168.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,579.40"
Haiti,"29,912.11","174,757.49",21.3,3.3,29.24,84.23,"204,807.67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,148.90",41.84,"1,666.31",18.79,99.59,"1,369.42",119.45,70.42,118.37,500,208.27,11.15,"6,372.53",69.79,66.19,-,-,-,-,113.96,81.14,-,-,-,-,1.33,-,-,-,-,-,135.99,195.1,1.33,332.42,-,-,-,-,-,-,-,-,0.94,-,0.94,"211,513.56",,Haiti,"10,175.14","59,718.65",0,0,0,64.25,"69,958.04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,214.33",0,"1,214.33",0,0,"2,265.52","1,051.19",0,0,"1,051.19","6,796.56",0,0,0,52.07,0,0,0,0,0,16.06,0,0,0,0,0,0,0,0,52.07,16.06,0,68.13,0,0,0,0,0,0,0,0,0,0,269.24,0,269.24,"77,091.97"
Honduras,"1,639.40","16,031.08",2.13,0.33,2.94,7.91,"17,683.80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41357366,0,0,0,0,0,0,0,0,29.41357366,29.41,"1,122.51",23.59,844.39,4.38,56.16,727.1,67.28,30.83,43.35,281.65,117.34,2.6,"3,321.17","1,385.35","1,248.46",-,-,-,-,"1,233.75",788.24,-,-,-,-,201.65,-,-,-,-,-,"2,633.81","2,022.00",201.65,"4,857.46",-,-,-,-,-,-,-,-,-,-,-,"25,891.84",,Honduras,532.63,"6,615.73",0.21,0.03,0.3,1.47,"7,150.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,0,0,0,0,0,0,0,0,4.02,4.02,40.79,0,40.79,0,0,76.1,35.31,0,0,35.31,228.31,656.54,0,0,0,0,0,438.23,0,0,0,0,0,434,0,0,0,0,0,656.54,438.23,434,"1,528.77",0,0,0,0,0,0,0,0,0,0,0,0,0,"8,911.47"
Hungary,"6,644.54",0,4.74,0.73,8.34,1.05,"6,659.40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.14,0.05,8.98,0.16,9.14,8.82,1.42,0.52,15.02,4.61,0,0,69.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,729.28",,Hungary,359.43,"3,414.92",0.28,0.04,0.91,0.87,"3,776.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,776.45"
Iceland,1.98,57.52,0,0,0,0.05,59.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.01,0,0.01,0.01,0,0,0.02,0,0,0,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.63,,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,"1,002,205.16","15,385,453.75",914.77,141.62,"1,262.78","12,770.26","16,402,748.36",0,"6,696.74",0,0,0,0,0,0,0,0,0,0,0,0,0,"6,696.74",112170.9174,0,0,0,0,0,0,0,0,112170.9174,"118,867.66","21,273.26",270.79,"8,931.06",174.34,"9,302.89","8,782.16","1,337.21",703.86,"14,801.86","4,328.60",0,0,"69,906.04",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"78,985.28",-,"78,985.28","16,670,507.34",,India,"653,244.88","17,775,777.13",0,0,0,"16,203.25","18,445,225.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"89,015.27",0,"53,055.73",0,"29,629.52","18,093.39","9,693.04",0,"80,614.93","16,023.07","296,124.95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,109.83",0,"32,109.83","18,773,460.05"
Indonesia,"1,916,607.27","4,131,968.19",104.46,16.17,146.1,"2,969.15","6,051,811.35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,569.64",97.32,"4,871.11",94.36,"5,027.36","4,836.57",761.13,347.87,"8,100.41","2,456.68",0,0,"38,162.43",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,"1,220.17",-,"1,220.17","6,091,193.95",,Indonesia,"504,584.72","2,367,961.22",2.72,0.42,3.32,"2,451.66","2,875,004.06",0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,243,216.87,0,128.77,0,72.24,45.11,24.32,0,196.08,40.18,723.57,0,0,0,317.02,0,0,0,0,0,187.46,0,0,0,0,0,0,0,0,317.02,187.46,0,504.48,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,876,475.10"
Iran,"12,705.53","47,128.69",0,0,0,49.71,"59,883.93",0,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,59.16594817,0,0,0,0,0,0,0,0,59.16594817,62.45,325.29,1.33,137.17,2.67,140.35,138.33,22.57,8.88,228.86,72.48,0,0,"1,077.92",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"61,024.29",,Iran,"4,431.85","35,225.46",1.15,0.18,3.94,35.97,"39,698.55",0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0.36,0.15,0,0,0,0,0,0,0,0,0.15,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,699.06"
Iraq,6.78,"65,928.16",10.82,1.67,16.78,51.94,"66,016.16",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"66,016.16",,Iraq,0,"42,248.89",0,0,0,36.6,"42,285.49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,285.49"
Ireland,148.61,"1,191.90",0.23,0.04,0.62,0.07,"1,341.46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.09,0.24,0.01,0.34,0.22,0,0.09,0.36,0,0,0,2.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,343.48",,Ireland,50.94,851.84,0.87,0.13,1.17,0.09,905.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905.04
Israel,44.58,"1,466.35",2.69,0.42,4.5,0.19,"1,518.73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,518.73",,Israel,29.58,854.91,0.2,0.03,0.25,0.26,885.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.23
Italy,"1,395.81","13,539.87",0,0,0,2.19,"14,937.87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,1.05,2.8,0.09,3.89,2.53,0,0.98,4.1,0.01,0,0,23.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,960.97",,Italy,942.96,"8,959.05",0,0,0,2.08,"9,904.09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,904.09"
Jamaica,142.57,675.05,0.25,0.04,0.46,0.67,819.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,528.46",31.23,"1,162.27",8.07,74.33,987.05,89.16,44.11,66.66,373.22,155.46,4.79,"4,524.83",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,343.86",,Jamaica,156.92,"1,099.93",0,0,0,0.2,"1,257.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,0,7.34,0,0,13.7,6.36,0,0,6.36,41.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,298.14"
